fid,id,left,top,right,bottom,row_index,col_index,sci_name_count,sci_name_unique,sci_name_empty,sci_name_filled,sci_name_min,sci_name_max,sci_name_min_length,sci_name_max_length,sci_name_mean_length
921,921,579333.3689,144306.674,581333.3689,142306.674,20,25,20,20,0,20,Agabus didymus,Tetrops praeustus,14,31,19.45
922,922,579333.3689,142306.674,581333.3689,140306.674,21,25,34,29,0,34,Acrossus rufipes,Tachyporus hypnorum,13,37,21.1470588235294
923,923,579333.3689,140306.674,581333.3689,138306.674,22,25,28,25,0,28,Amara convexior,Sitona obsoletus,13,30,20
924,924,579333.3689,138306.674,581333.3689,136306.674,23,25,141,115,0,141,Acalles ptinoides,Xantholinus longiventris,11,44,19.7234042553191
925,925,579333.3689,136306.674,581333.3689,134306.674,24,25,60,57,0,60,Adalia bipunctata,Tytthaspis sedecimpunctata,13,30,19.4166666666667
926,926,579333.3689,134306.674,581333.3689,132306.674,25,25,94,73,0,94,Acupalpus exiguus,Volinus sticticus,11,30,18.8936170212766
927,927,579333.3689,132306.674,581333.3689,130306.674,26,25,29,26,0,29,Agabus bipustulatus,Variimorda villosa,17,26,20.6896551724138
928,928,579333.3689,130306.674,581333.3689,128306.674,27,25,2,2,0,2,Helophorus brevipalpis,Philonthus debilis,18,22,20
929,929,579333.3689,128306.674,581333.3689,126306.674,28,25,2,2,0,2,Bembidion lampros,Poecilus cupreus,16,17,16.5
930,930,579333.3689,126306.674,581333.3689,124306.674,29,25,,,,,,,,,
939,939,581333.3689,180306.674,583333.3689,178306.674,2,26,,,,,,,,,
940,940,581333.3689,178306.674,583333.3689,176306.674,3,26,104,94,0,104,Achenium depressum,Xantholinus linearis,13,43,19.5673076923077
941,941,581333.3689,176306.674,583333.3689,174306.674,4,26,145,136,0,145,Acrotona muscorum,Tytthaspis sedecimpunctata,11,43,20.048275862069
942,942,581333.3689,174306.674,583333.3689,172306.674,5,26,15,15,0,15,Adalia bipunctata,Rhagonycha fulva,14,30,20.2666666666667
943,943,581333.3689,172306.674,583333.3689,170306.674,6,26,,,,,,,,,
944,944,581333.3689,170306.674,583333.3689,168306.674,7,26,,,,,,,,,
945,945,581333.3689,168306.674,583333.3689,166306.674,8,26,238,128,0,238,Adalia bipunctata,Xantholinus linearis,7,43,19.5798319327731
946,946,581333.3689,166306.674,583333.3689,164306.674,9,26,77,21,0,77,Adalia,Tytthaspis sedecimpunctata,6,37,18.6103896103896
947,947,581333.3689,164306.674,583333.3689,162306.674,10,26,398,203,0,398,Ablattaria laevigata,Xyleborus dryographus,7,37,19.2964824120603
948,948,581333.3689,162306.674,583333.3689,160306.674,11,26,14,11,0,14,Coccinella septempunctata,Tachyporus obtusus,16,30,22.9285714285714
949,949,581333.3689,160306.674,583333.3689,158306.674,12,26,7,7,0,7,Adalia bipunctata,Tachyporus hypnorum,16,24,19.1428571428571
950,950,581333.3689,158306.674,583333.3689,156306.674,13,26,16,16,0,16,Athous haemorrhoidalis,Stenurella melanura,9,27,17.9375
951,951,581333.3689,156306.674,583333.3689,154306.674,14,26,83,59,0,83,Adalia bipunctata,Zacladus exiguus,11,37,19.6265060240964
952,952,581333.3689,154306.674,583333.3689,152306.674,15,26,98,80,0,98,Adalia bipunctata,Typhaeus typhoeus,9,37,18.8061224489796
953,953,581333.3689,152306.674,583333.3689,150306.674,16,26,3,2,0,3,Coccinella septempunctata,Polydrusus formosus,19,25,21
954,954,581333.3689,150306.674,583333.3689,148306.674,17,26,6,6,0,6,Coccinella septempunctata,Stephostethus lardarius,17,26,22
955,955,581333.3689,148306.674,583333.3689,146306.674,18,26,57,51,0,57,Acalles ptinoides,Volinus sticticus,14,43,19.8947368421053
956,956,581333.3689,146306.674,583333.3689,144306.674,19,26,142,119,0,142,Acupalpus dubius,Tytthaspis sedecimpunctata,11,30,19.056338028169
957,957,581333.3689,144306.674,583333.3689,142306.674,20,26,22,21,0,22,Acrossus rufipes,Xestobium rufovillosum,12,43,20.6363636363636
958,958,581333.3689,142306.674,583333.3689,140306.674,21,26,5,5,0,5,Nebrioporus elegans,Sitona lineatus,15,19,16.6
959,959,581333.3689,140306.674,583333.3689,138306.674,22,26,33,31,0,33,Acilius sulcatus,Stictotarsus duodecimpustulatus,11,31,18.3939393939394
960,960,581333.3689,138306.674,583333.3689,136306.674,23,26,131,97,0,131,Acupalpus dubius,Xylocleptes bispinus,13,43,19.6412213740458
961,961,581333.3689,136306.674,583333.3689,134306.674,24,26,51,51,0,51,Agabus bipustulatus,Variimorda villosa,13,43,19.8627450980392
962,962,581333.3689,134306.674,583333.3689,132306.674,25,26,68,59,0,68,Agathidium seminulum,Volinus sticticus,10,43,19.25
963,963,581333.3689,132306.674,583333.3689,130306.674,26,26,27,19,0,27,Athous haemorrhoidalis,Stomis pumicatus,16,43,20.9259259259259
964,964,581333.3689,130306.674,583333.3689,128306.674,27,26,17,17,0,17,Ahasverus advena,Syntomus obscuroguttatus,15,24,18.7647058823529
965,965,581333.3689,128306.674,583333.3689,126306.674,28,26,12,12,0,12,Coccinella septempunctata,Rutpela maculata,16,25,19.0833333333333
966,966,581333.3689,126306.674,583333.3689,124306.674,29,26,,,,,,,,,
975,975,583333.3689,180306.674,585333.3689,178306.674,2,27,1,1,0,1,Noterus clavicornis,Noterus clavicornis,19,19,19
976,976,583333.3689,178306.674,585333.3689,176306.674,3,27,4,4,0,4,Bagous subcarinatus,Sibinia arenariae,17,20,18.5
977,977,583333.3689,176306.674,585333.3689,174306.674,4,27,42,37,0,42,Anacaena limbata,Tytthaspis sedecimpunctata,16,37,20.7142857142857
978,978,583333.3689,174306.674,585333.3689,172306.674,5,27,,,,,,,,,
979,979,583333.3689,172306.674,585333.3689,170306.674,6,27,,,,,,,,,
980,980,583333.3689,170306.674,585333.3689,168306.674,7,27,80,77,0,80,Agabus bipustulatus,Tytthaspis sedecimpunctata,12,43,20.4
981,981,583333.3689,168306.674,585333.3689,166306.674,8,27,104,53,0,104,Adalia bipunctata,Trichosirocalus troglodytes,12,30,16.5384615384615
982,982,583333.3689,166306.674,585333.3689,164306.674,9,27,16,13,0,16,Acrossus depressus,Typhaeus typhoeus,15,26,18.5625
983,983,583333.3689,164306.674,585333.3689,162306.674,10,27,24,14,0,24,Calathus fuscipes,Typhaeus typhoeus,14,30,18.5
984,984,583333.3689,162306.674,585333.3689,160306.674,11,27,14,6,0,14,Adalia bipunctata,Xylocleptes bispinus,17,30,26.8571428571429
985,985,583333.3689,160306.674,585333.3689,158306.674,12,27,128,125,0,128,Adalia decempunctata,Xantholinus longiventris,8,30,18.921875
986,986,583333.3689,158306.674,585333.3689,156306.674,13,27,98,71,0,98,Agapanthia villosoviridescens,Xantholinus linearis,13,37,19.2959183673469
987,987,583333.3689,156306.674,585333.3689,154306.674,14,27,60,58,0,60,Abax parallelepipedus,Tychius picirostris,10,37,19.8166666666667
988,988,583333.3689,154306.674,585333.3689,152306.674,15,27,95,64,0,95,Adalia bipunctata,Tytthaspis sedecimpunctata,5,43,20
989,989,583333.3689,152306.674,585333.3689,150306.674,16,27,5,5,0,5,Abax parallelepipedus,Nebria brevicollis,18,25,20.2
990,990,583333.3689,150306.674,585333.3689,148306.674,17,27,12,11,0,12,Adalia bipunctata,Tasgius globulifer,11,22,16.9166666666667
991,991,583333.3689,148306.674,585333.3689,146306.674,18,27,91,80,0,91,Abax parallelepipedus,Tachyporus solutus,11,43,19.7362637362637
992,992,583333.3689,146306.674,585333.3689,144306.674,19,27,16,15,0,16,Agabus bipustulatus,Rutpela maculata,12,25,19.3125
993,993,583333.3689,144306.674,585333.3689,142306.674,20,27,19,19,0,19,Ceutorhynchus cochleariae,Rhagonycha fulva,12,25,19.4210526315789
994,994,583333.3689,142306.674,585333.3689,140306.674,21,27,,,,,,,,,
995,995,583333.3689,140306.674,585333.3689,138306.674,22,27,25,24,0,25,Acilius sulcatus,Xestobium rufovillosum,6,26,19.24
996,996,583333.3689,138306.674,585333.3689,136306.674,23,27,13,13,0,13,Adalia decempunctata,Rhagonycha lignosa,14,24,18.1538461538462
997,997,583333.3689,136306.674,585333.3689,134306.674,24,27,12,12,0,12,Bembidion deletum,Tachyporus solutus,16,30,20.3333333333333
998,998,583333.3689,134306.674,585333.3689,132306.674,25,27,23,22,0,23,Amischa analis,Tachyporus hypnorum,11,25,18.4782608695652
999,999,583333.3689,132306.674,585333.3689,130306.674,26,27,58,48,0,58,Acilius sulcatus,Trixagus dermestoides,12,29,19.6206896551724
1000,1000,583333.3689,130306.674,585333.3689,128306.674,27,27,4,4,0,4,Haliplus lineatocollis,Rhagonycha fulva,16,22,19
1001,1001,583333.3689,128306.674,585333.3689,126306.674,28,27,2,2,0,2,Chrysolina coerulans,Oedemera nobilis,16,20,18
1011,1011,585333.3689,180306.674,587333.3689,178306.674,2,28,1,1,0,1,Mecinus pyraster,Mecinus pyraster,16,16,16
1012,1012,585333.3689,178306.674,587333.3689,176306.674,3,28,30,30,0,30,Achenium depressum,Tytthaspis sedecimpunctata,12,30,19.7333333333333
1013,1013,585333.3689,176306.674,587333.3689,174306.674,4,28,6,6,0,6,Cantharis fusca,Syntomus obscuroguttatus,15,29,19.8333333333333
1014,1014,585333.3689,174306.674,587333.3689,172306.674,5,28,,,,,,,,,
1015,1015,585333.3689,172306.674,587333.3689,170306.674,6,28,2,2,0,2,Enochrus bicolor,Philonthus varians,16,18,17
1016,1016,585333.3689,170306.674,587333.3689,168306.674,7,28,16,16,0,16,Anthicus antherinus,Xantholinus longiventris,12,25,19.4375
1017,1017,585333.3689,168306.674,587333.3689,166306.674,8,28,43,37,0,43,Anthocomus rufus,Tytthaspis sedecimpunctata,14,37,20.8604651162791
1018,1018,585333.3689,166306.674,587333.3689,164306.674,9,28,281,95,0,281,Acrossus rufipes,Zeugophora subspinosa,11,37,19.8113879003559
1019,1019,585333.3689,164306.674,587333.3689,162306.674,10,28,119,94,0,119,Acupalpus exiguus,Zeugophora subspinosa,12,31,19.5126050420168
1020,1020,585333.3689,162306.674,587333.3689,160306.674,11,28,2,2,0,2,Coccinella septempunctata,Rhagonycha fulva,16,25,20.5
1021,1021,585333.3689,160306.674,587333.3689,158306.674,12,28,209,158,0,209,Abax parallelepipedus,Xylocleptes bispinus,10,31,19.6363636363636
1022,1022,585333.3689,158306.674,587333.3689,156306.674,13,28,16,12,0,16,Byctiscus populi,Rhagonycha fulva,16,30,21.5625
1023,1023,585333.3689,156306.674,587333.3689,154306.674,14,28,18,17,0,18,Anatis ocellata,Thanatophilus sinuatus,14,25,19.3888888888889
1024,1024,585333.3689,154306.674,587333.3689,152306.674,15,28,23,23,0,23,Amischa analis,Trechus quadristriatus,9,27,19.1304347826087
1025,1025,585333.3689,152306.674,587333.3689,150306.674,16,28,23,14,0,23,Bodilopsis rufa,Scirtidae,7,25,14.9130434782609
1026,1026,585333.3689,150306.674,587333.3689,148306.674,17,28,30,28,0,30,Adalia,Tytthaspis sedecimpunctata,6,43,20.4
1027,1027,585333.3689,148306.674,587333.3689,146306.674,18,28,35,25,0,35,Agabus bipustulatus,Oedemera nobilis,9,43,16.9142857142857
1028,1028,585333.3689,146306.674,587333.3689,144306.674,19,28,37,36,0,37,Agabus bipustulatus,Stenus impressus,8,43,19.2162162162162
1029,1029,585333.3689,144306.674,587333.3689,142306.674,20,28,39,38,0,39,Agabus bipustulatus,Stictotarsus duodecimpustulatus,11,31,19
1030,1030,585333.3689,142306.674,587333.3689,140306.674,21,28,2,2,0,2,Agriotes lineatus,Coccinella septempunctata,17,25,21
1031,1031,585333.3689,140306.674,587333.3689,138306.674,22,28,13,12,0,13,Agabus bipustulatus,Rhantus suturalis,12,22,18.0769230769231
1032,1032,585333.3689,138306.674,587333.3689,136306.674,23,28,7,7,0,7,Agabus sturmii,Tychus niger,12,20,15.8571428571429
1033,1033,585333.3689,136306.674,587333.3689,134306.674,24,28,46,46,0,46,Agabus didymus,Stictotarsus duodecimpustulatus,14,43,20.0869565217391
1034,1034,585333.3689,134306.674,587333.3689,132306.674,25,28,7,6,0,7,Cionus hortulanus,Stictotarsus duodecimpustulatus,16,31,20.2857142857143
1035,1035,585333.3689,132306.674,587333.3689,130306.674,26,28,75,34,0,75,Altica lythri,Rhinoncus inconspectus,6,43,18.5333333333333
1036,1036,585333.3689,130306.674,587333.3689,128306.674,27,28,138,120,0,138,Achenium humile,Xantholinus longiventris,7,43,18.8188405797101
1037,1037,585333.3689,128306.674,587333.3689,126306.674,28,28,,,,,,,,,
1047,1047,587333.3689,180306.674,589333.3689,178306.674,2,29,,,,,,,,,
1048,1048,587333.3689,178306.674,589333.3689,176306.674,3,29,100,71,0,100,Ablattaria laevigata,Tytthaspis sedecimpunctata,13,43,19.88
1049,1049,587333.3689,176306.674,589333.3689,174306.674,4,29,82,75,0,82,Acrotona muscorum,Tytthaspis sedecimpunctata,8,43,18.609756097561
1050,1050,587333.3689,174306.674,589333.3689,172306.674,5,29,,,,,,,,,
1051,1051,587333.3689,172306.674,589333.3689,170306.674,6,29,5,5,0,5,Bembidion varium,Heterocerus obsoletus,15,22,18.8
1052,1052,587333.3689,170306.674,589333.3689,168306.674,7,29,5,4,0,5,Adalia bipunctata,Cordicollis instabilis,17,25,22.4
1053,1053,587333.3689,168306.674,589333.3689,166306.674,8,29,,,,,,,,,
1054,1054,587333.3689,166306.674,589333.3689,164306.674,9,29,7,7,0,7,Anchomenus dorsalis,Ochthebius minimus,14,23,19
1055,1055,587333.3689,164306.674,589333.3689,162306.674,10,29,20,10,0,20,Agriotes sputator,Tachyporus hypnorum,14,25,16.85
1056,1056,587333.3689,162306.674,589333.3689,160306.674,11,29,5,5,0,5,Arhopalus rusticus,Stegobium paniceum,16,43,22.8
1057,1057,587333.3689,160306.674,589333.3689,158306.674,12,29,24,23,0,24,Anaspis maculata,Tachinus rufipes,13,25,19.3333333333333
1058,1058,587333.3689,158306.674,589333.3689,156306.674,13,29,31,30,0,31,Agriotes sputator,Tachyporus hypnorum,10,33,19.258064516129
1059,1059,587333.3689,156306.674,589333.3689,154306.674,14,29,25,16,0,25,Abax parallelepipedus,Polydrusus formosus,15,25,20.56
1060,1060,587333.3689,154306.674,589333.3689,152306.674,15,29,10,8,0,10,Anchomenus dorsalis,Stilbus testaceus,15,25,19.5
1061,1061,587333.3689,152306.674,589333.3689,150306.674,16,29,267,147,0,267,Abax parallelepipedus,Variimorda villosa,8,43,19.6591760299625
1062,1062,587333.3689,150306.674,589333.3689,148306.674,17,29,20,19,0,20,Anaspis pulicaria,Tytthaspis sedecimpunctata,16,30,20.05
1063,1063,587333.3689,148306.674,589333.3689,146306.674,18,29,1,1,0,1,Stenus similis,Stenus similis,14,14,14
1064,1064,587333.3689,146306.674,589333.3689,144306.674,19,29,19,19,0,19,Agriotes acuminatus,Syntomus obscuroguttatus,11,26,19.8421052631579
1065,1065,587333.3689,144306.674,589333.3689,142306.674,20,29,8,8,0,8,Anthonomus rubi,Tytthaspis sedecimpunctata,13,26,19.25
1066,1066,587333.3689,142306.674,589333.3689,140306.674,21,29,32,30,0,32,Agabus bipustulatus,Volinus sticticus,12,43,19.6875
1067,1067,587333.3689,140306.674,589333.3689,138306.674,22,29,26,26,0,26,Agabus bipustulatus,Trechus quadristriatus,12,43,20.6153846153846
1068,1068,587333.3689,138306.674,589333.3689,136306.674,23,29,29,29,0,29,Acilius sulcatus,Tychius junceus,12,43,18.551724137931
1069,1069,587333.3689,136306.674,589333.3689,134306.674,24,29,12,12,0,12,Adalia bipunctata,Scirtes hemisphaericus,15,30,19.6666666666667
1070,1070,587333.3689,134306.674,589333.3689,132306.674,25,29,152,136,0,152,Acilius sulcatus,Uleiota planatus,9,30,18.0197368421053
1071,1071,587333.3689,132306.674,589333.3689,130306.674,26,29,56,50,0,56,Acilius sulcatus,Tachyporus hypnorum,12,43,18.6071428571429
1072,1072,587333.3689,130306.674,589333.3689,128306.674,27,29,64,58,0,64,Agabus bipustulatus,Tytthaspis sedecimpunctata,8,43,19.359375
1073,1073,587333.3689,128306.674,589333.3689,126306.674,28,29,56,54,0,56,Agabus guttatus,Zeugophora subspinosa,13,30,19.4821428571429
1074,1074,587333.3689,126306.674,589333.3689,124306.674,29,29,6,5,0,6,Haliplus flavicollis,Noterus clavicornis,18,22,20.5
1085,1085,589333.3689,176306.674,591333.3689,174306.674,4,30,21,21,0,21,Amara aenea,Sitona obsoletus,11,31,18.952380952381
1086,1086,589333.3689,174306.674,591333.3689,172306.674,5,30,29,27,0,29,Agabus bipustulatus,Tytthaspis sedecimpunctata,12,43,20.4137931034483
1087,1087,589333.3689,172306.674,591333.3689,170306.674,6,30,186,159,0,186,Ablattaria laevigata,Xantholinus longiventris,11,37,19.1559139784946
1088,1088,589333.3689,170306.674,591333.3689,168306.674,7,30,338,244,0,338,Acrolocha sulcula,Xantholinus longiventris,9,43,19.2899408284024
1089,1089,589333.3689,168306.674,591333.3689,166306.674,8,30,33,32,0,33,Agabus bipustulatus,Tytthaspis sedecimpunctata,12,43,20.5454545454545
1090,1090,589333.3689,166306.674,591333.3689,164306.674,9,30,243,173,0,243,Adalia bipunctata,Xantholinus linearis,12,37,19.798353909465
1091,1091,589333.3689,164306.674,591333.3689,162306.674,10,30,122,49,0,122,Adalia bipunctata,Typhaea stercorea,12,30,16.672131147541
1092,1092,589333.3689,162306.674,591333.3689,160306.674,11,30,154,79,0,154,Abax parallelepipedus,Typhaea stercorea,9,31,19.1298701298701
1093,1093,589333.3689,160306.674,591333.3689,158306.674,12,30,20,19,0,20,Anotylus rugosus,Tachinus rufipes,13,26,18.7
1094,1094,589333.3689,158306.674,591333.3689,156306.674,13,30,83,68,0,83,Agriotes acuminatus,Trechus quadristriatus,12,30,19.2650602409639
1095,1095,589333.3689,156306.674,591333.3689,154306.674,14,30,37,28,0,37,Acrossus rufipes,Tytthaspis sedecimpunctata,10,26,18.9459459459459
1096,1096,589333.3689,154306.674,591333.3689,152306.674,15,30,13,13,0,13,Amischa analis,Sitona lineatus,14,31,20.4615384615385
1097,1097,589333.3689,152306.674,591333.3689,150306.674,16,30,47,43,0,47,Adalia decempunctata,Typhaeus typhoeus,8,37,19.0212765957447
1098,1098,589333.3689,150306.674,591333.3689,148306.674,17,30,26,25,0,26,Adalia bipunctata,Zeugophora subspinosa,11,26,19.1923076923077
1099,1099,589333.3689,148306.674,591333.3689,146306.674,18,30,11,11,0,11,Acrossus rufipes,Rhagonycha fulva,16,26,20.1818181818182
1100,1100,589333.3689,146306.674,591333.3689,144306.674,19,30,33,20,0,33,Aleochara curtula,Trixagus dermestoides,16,26,18.9393939393939
1101,1101,589333.3689,144306.674,591333.3689,142306.674,20,30,11,10,0,11,Cicindela campestris,Uleiota planatus,13,26,19.7272727272727
1102,1102,589333.3689,142306.674,591333.3689,140306.674,21,30,28,26,0,28,Acilius canaliculatus,Sphaeridium lunatum,12,43,18.9285714285714
1103,1103,589333.3689,140306.674,591333.3689,138306.674,22,30,62,58,0,62,Adalia decempunctata,Xantholinus longiventris,12,30,19.4193548387097
1104,1104,589333.3689,138306.674,591333.3689,136306.674,23,30,78,76,0,78,Adalia decempunctata,Xantholinus longiventris,12,30,19.3846153846154
1105,1105,589333.3689,136306.674,591333.3689,134306.674,24,30,18,17,0,18,Agonum fuliginosum,Volinus sticticus,14,23,18.3888888888889
1106,1106,589333.3689,134306.674,591333.3689,132306.674,25,30,20,19,0,20,Agriotes pallidulus,Trixagus obtusus,15,23,18.75
1107,1107,589333.3689,132306.674,591333.3689,130306.674,26,30,45,29,0,45,Acrossus rufipes,Tachyporus hypnorum,13,26,18.9555555555556
1108,1108,589333.3689,130306.674,591333.3689,128306.674,27,30,114,83,0,114,Acilius sulcatus,Tachyporus chrysomelinus,8,43,19.719298245614
1109,1109,589333.3689,128306.674,591333.3689,126306.674,28,30,27,26,0,27,Amischa analis,Tachyporus obtusus,14,26,18.1851851851852
1110,1110,589333.3689,126306.674,591333.3689,124306.674,29,30,,,,,,,,,
1121,1121,591333.3689,176306.674,593333.3689,174306.674,4,31,16,11,0,16,Adalia bipunctata,Tytthaspis sedecimpunctata,12,37,23.4375
1122,1122,591333.3689,174306.674,593333.3689,172306.674,5,31,48,29,0,48,Agabus bipustulatus,Tytthaspis sedecimpunctata,10,37,20.2708333333333
1123,1123,591333.3689,172306.674,593333.3689,170306.674,6,31,110,72,0,110,Agabus bipustulatus,Tytthaspis sedecimpunctata,13,30,19.7090909090909
1124,1124,591333.3689,170306.674,593333.3689,168306.674,7,31,320,190,0,320,Agabus bipustulatus,Tytthaspis sedecimpunctata,11,44,20.275
1125,1125,591333.3689,168306.674,593333.3689,166306.674,8,31,221,168,0,221,Adalia bipunctata,Xantholinus linearis,11,43,19.552036199095
1126,1126,591333.3689,166306.674,593333.3689,164306.674,9,31,1453,591,0,1453,Acritus nigricornis,Zeugophora subspinosa,11,44,19.4349621472815
1127,1127,591333.3689,164306.674,593333.3689,162306.674,10,31,214,109,0,214,Ablattaria laevigata,Typhaea stercorea,11,43,18.9719626168224
1128,1128,591333.3689,162306.674,593333.3689,160306.674,11,31,18,13,0,18,Adalia bipunctata,Tasgius winkleri,12,30,17.1666666666667
1129,1129,591333.3689,160306.674,593333.3689,158306.674,12,31,72,57,0,72,Abax parallelepipedus,Tropiphorus elevatus,11,31,19.8333333333333
1130,1130,591333.3689,158306.674,593333.3689,156306.674,13,31,168,119,0,168,Abax parallelepipedus,Xantholinus linearis,11,30,19.4345238095238
1131,1131,591333.3689,156306.674,593333.3689,154306.674,14,31,22,17,0,22,Agriotes obscurus,Tachyporus obtusus,14,30,20.4545454545455
1132,1132,591333.3689,154306.674,593333.3689,152306.674,15,31,18,17,0,18,Athous haemorrhoidalis,Subcoccinella vigintiquattuorpunctata,7,37,19.8333333333333
1133,1133,591333.3689,152306.674,593333.3689,150306.674,16,31,,,,,,,,,
1134,1134,591333.3689,150306.674,593333.3689,148306.674,17,31,32,30,0,32,Agonum muelleri,Zeugophora subspinosa,14,30,18.6875
1135,1135,591333.3689,148306.674,593333.3689,146306.674,18,31,67,66,0,67,Aleochara bipustulata,Xantholinus longiventris,11,33,19.2089552238806
1136,1136,591333.3689,146306.674,593333.3689,144306.674,19,31,4,4,0,4,Anchomenus dorsalis,Oedemera nobilis,16,25,21
1137,1137,591333.3689,144306.674,593333.3689,142306.674,20,31,5,5,0,5,Anotylus rugosus,Leistus fulvibarbis,16,25,20.2
1138,1138,591333.3689,142306.674,593333.3689,140306.674,21,31,27,25,0,27,Acilius,Rutpela maculata,7,43,19.0740740740741
1139,1139,591333.3689,140306.674,593333.3689,138306.674,22,31,104,56,0,104,Abax parallelepipedus,Tytthaspis sedecimpunctata,7,37,19.6634615384615
1140,1140,591333.3689,138306.674,593333.3689,136306.674,23,31,30,30,0,30,Anaspis frontalis,Tytthaspis sedecimpunctata,15,37,19.4333333333333
1141,1141,591333.3689,136306.674,593333.3689,134306.674,24,31,6,6,0,6,Exomias araneiformis,Sitona lineatus,15,20,17.8333333333333
1142,1142,591333.3689,134306.674,593333.3689,132306.674,25,31,41,41,0,41,Agabus didymus,Tachyporus obtusus,12,43,18.8780487804878
1143,1143,591333.3689,132306.674,593333.3689,130306.674,26,31,106,57,0,106,Aloconota gregaria,Tanysphyrus lemnae,11,43,19.2830188679245
1144,1144,591333.3689,130306.674,593333.3689,128306.674,27,31,52,50,0,52,Agriotes sputator,Trechus quadristriatus,13,33,19.5769230769231
1145,1145,591333.3689,128306.674,593333.3689,126306.674,28,31,37,27,0,37,Acrossus luridus,Tytthaspis sedecimpunctata,9,39,18.6486486486486
1146,1146,591333.3689,126306.674,593333.3689,124306.674,29,31,,,,,,,,,
1157,1157,593333.3689,176306.674,595333.3689,174306.674,4,32,38,27,0,38,Adalia bipunctata,Tytthaspis sedecimpunctata,10,37,19.1842105263158
1158,1158,593333.3689,174306.674,595333.3689,172306.674,5,32,36,36,0,36,Acupalpus dubius,Stenolophus mixtus,11,30,19.3888888888889
1159,1159,593333.3689,172306.674,595333.3689,170306.674,6,32,12,12,0,12,Agrilinus ater,Rhantus frontalis,14,26,20.8333333333333
1160,1160,593333.3689,170306.674,595333.3689,168306.674,7,32,27,24,0,27,Agrilinus ater,Strophosoma nebulosum,14,41,21.3333333333333
1161,1161,593333.3689,168306.674,595333.3689,166306.674,8,32,53,44,0,53,Agabus conspersus,Xantholinus linearis,11,44,19.7547169811321
1162,1162,593333.3689,166306.674,595333.3689,164306.674,9,32,180,158,0,180,Ablattaria laevigata,Xantholinus longiventris,11,31,18.9166666666667
1163,1163,593333.3689,164306.674,595333.3689,162306.674,10,32,25,23,0,25,Agriotes pallidulus,Stenus clavicornis,16,28,20.76
1164,1164,593333.3689,162306.674,595333.3689,160306.674,11,32,2,1,0,2,Lucanus cervus,Lucanus cervus,14,14,14
1165,1165,593333.3689,160306.674,595333.3689,158306.674,12,32,49,29,0,49,Aphidecta obliterata,Tachinus humeralis,13,30,19.8571428571429
1166,1166,593333.3689,158306.674,595333.3689,156306.674,13,32,95,79,0,95,Abax parallelepipedus,Zacladus exiguus,11,37,19.7684210526316
1167,1167,593333.3689,156306.674,595333.3689,154306.674,14,32,53,27,0,53,Anthobium atrocephalum,Tachyporus obtusus,12,31,19.4716981132075
1168,1168,593333.3689,154306.674,595333.3689,152306.674,15,32,19,15,0,19,Adalia bipunctata,Rhagonycha fulva,7,25,17.3684210526316
1169,1169,593333.3689,152306.674,595333.3689,150306.674,16,32,36,33,0,36,Acrolocha sulcula,Trechus quadristriatus,14,30,18.8611111111111
1170,1170,593333.3689,150306.674,595333.3689,148306.674,17,32,53,43,0,53,Acrotona parvula,Subcoccinella vigintiquattuorpunctata,12,37,20.1698113207547
1171,1171,593333.3689,148306.674,595333.3689,146306.674,18,32,17,15,0,17,Agabus didymus,Tytthaspis sedecimpunctata,11,31,19.5294117647059
1172,1172,593333.3689,146306.674,595333.3689,144306.674,19,32,55,38,0,55,Adalia decempunctata,Tachyporus hypnorum,11,31,19.5818181818182
1173,1173,593333.3689,144306.674,595333.3689,142306.674,20,32,34,32,0,34,Abax parallelepipedus,Volinus sticticus,11,30,20
1174,1174,593333.3689,142306.674,595333.3689,140306.674,21,32,8,7,0,8,Acupalpus exiguus,Stenus similis,14,21,17.125
1175,1175,593333.3689,140306.674,595333.3689,138306.674,22,32,49,45,0,49,Abax parallelepipedus,Trechus obtusus,15,43,20.469387755102
1176,1176,593333.3689,138306.674,595333.3689,136306.674,23,32,8,8,0,8,Anthonomus rubi,Rutpela maculata,15,33,19.625
1177,1177,593333.3689,136306.674,595333.3689,134306.674,24,32,9,9,0,9,Amara aenea,Tytthaspis sedecimpunctata,11,27,19
1178,1178,593333.3689,134306.674,595333.3689,132306.674,25,32,48,32,0,48,Agabus didymus,Tachyporus obtusus,8,31,19.3541666666667
1179,1179,593333.3689,132306.674,595333.3689,130306.674,26,32,75,42,0,75,Acrossus rufipes,Tachyporus obtusus,12,26,19.0133333333333
1180,1180,593333.3689,130306.674,595333.3689,128306.674,27,32,113,99,0,113,Acrossus rufipes,Tinotus morion,12,43,18.8761061946903
1181,1181,593333.3689,128306.674,595333.3689,126306.674,28,32,44,37,0,44,Amara plebeja,Tachyporus pallidus,13,30,18.3636363636364
1182,1182,593333.3689,126306.674,595333.3689,124306.674,29,32,36,35,0,36,Agonum marginatum,Tachyporus hypnorum,14,30,18.8333333333333
1183,1183,593333.3689,124306.674,595333.3689,122306.674,30,32,45,29,0,45,Berosus affinis,Tachyporus atriceps,14,26,19.1111111111111
1194,1194,595333.3689,174306.674,597333.3689,172306.674,5,33,42,36,0,42,Adalia bipunctata,Tychius picirostris,14,37,20.0952380952381
1195,1195,595333.3689,172306.674,597333.3689,170306.674,6,33,5,5,0,5,Lucanus cervus,Rhagonycha fulva,14,21,16.6
